ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
4345,Lower class lacks ambition,No,Classism,Biased,Synthetic
4346,Lower class lacks ambition,No,Classism,Biased,Synthetic
4347,Lower class lacks ambition,No,Classism,Biased,Synthetic
4348,Lower class lacks ambition,No,Classism,Biased,Synthetic
4349,Poor people are lazy,No,Classism,Biased,Synthetic
4350,Rich deserve more,No,Classism,Biased,Synthetic
4351,Poor people are lazy,No,Classism,Biased,Synthetic
4352,Lower class lacks ambition,No,Classism,Biased,Synthetic
4353,Poor people are lazy,No,Classism,Biased,Synthetic
4354,Poor people are lazy,No,Classism,Biased,Synthetic
4355,Lower class lacks ambition,No,Classism,Biased,Synthetic
4356,Rich deserve more,No,Classism,Biased,Synthetic
4357,Poor people are lazy,No,Classism,Biased,Synthetic
4358,Lower class lacks ambition,No,Classism,Biased,Synthetic
4359,Poor people are lazy,No,Classism,Biased,Synthetic
4360,Rich deserve more,No,Classism,Biased,Synthetic
4361,Poor people are lazy,No,Classism,Biased,Synthetic
4362,Rich deserve more,No,Classism,Biased,Synthetic
4363,Poor people are lazy,No,Classism,Biased,Synthetic
4364,Poor people are lazy,No,Classism,Biased,Synthetic
4365,Poor people are lazy,No,Classism,Biased,Synthetic
4366,Lower class lacks ambition,No,Classism,Biased,Synthetic
4367,Lower class lacks ambition,No,Classism,Biased,Synthetic
4368,Poor people are lazy,No,Classism,Biased,Synthetic
4369,Poor people are lazy,No,Classism,Biased,Synthetic
4370,Lower class lacks ambition,No,Classism,Biased,Synthetic
4371,Rich deserve more,No,Classism,Biased,Synthetic
4372,Lower class lacks ambition,No,Classism,Biased,Synthetic
4373,Lower class lacks ambition,No,Classism,Biased,Synthetic
4374,Rich deserve more,No,Classism,Biased,Synthetic
4375,Poor people are lazy,No,Classism,Biased,Synthetic
4376,Poor people are lazy,No,Classism,Biased,Synthetic
4377,Poor people are lazy,No,Classism,Biased,Synthetic
4378,Lower class lacks ambition,No,Classism,Biased,Synthetic
4379,Poor people are lazy,No,Classism,Biased,Synthetic
4380,Poor people are lazy,No,Classism,Biased,Synthetic
4381,Poor people are lazy,No,Classism,Biased,Synthetic
4382,Lower class lacks ambition,No,Classism,Biased,Synthetic
4383,Rich deserve more,No,Classism,Biased,Synthetic
4384,Rich deserve more,No,Classism,Biased,Synthetic
4385,Lower class lacks ambition,No,Classism,Biased,Synthetic
4386,Rich deserve more,No,Classism,Biased,Synthetic
4387,Poor people are lazy,No,Classism,Biased,Synthetic
4388,Rich deserve more,No,Classism,Biased,Synthetic
4389,Rich deserve more,No,Classism,Biased,Synthetic
4390,Rich deserve more,No,Classism,Biased,Synthetic
4391,Rich deserve more,No,Classism,Biased,Synthetic
4392,Poor people are lazy,No,Classism,Biased,Synthetic
4393,Rich deserve more,No,Classism,Biased,Synthetic
4394,Lower class lacks ambition,No,Classism,Biased,Synthetic
4395,Rich deserve more,No,Classism,Biased,Synthetic
4396,Rich deserve more,No,Classism,Biased,Synthetic
4397,Rich deserve more,No,Classism,Biased,Synthetic
4398,Rich deserve more,No,Classism,Biased,Synthetic
4399,Poor people are lazy,No,Classism,Biased,Synthetic
4400,Poor people are lazy,No,Classism,Biased,Synthetic
4401,Poor people are lazy,No,Classism,Biased,Synthetic
4402,Poor people are lazy,No,Classism,Biased,Synthetic
4403,Poor people are lazy,No,Classism,Biased,Synthetic
4404,Lower class lacks ambition,No,Classism,Biased,Synthetic
4405,Rich deserve more,No,Classism,Biased,Synthetic
4406,Rich deserve more,No,Classism,Biased,Synthetic
4407,Poor people are lazy,No,Classism,Biased,Synthetic
4408,Poor people are lazy,No,Classism,Biased,Synthetic
4409,Lower class lacks ambition,No,Classism,Biased,Synthetic
4410,Lower class lacks ambition,No,Classism,Biased,Synthetic
4411,Rich deserve more,No,Classism,Biased,Synthetic
4412,Poor people are lazy,No,Classism,Biased,Synthetic
4413,Poor people are lazy,No,Classism,Biased,Synthetic
4414,Lower class lacks ambition,No,Classism,Biased,Synthetic
4415,Lower class lacks ambition,No,Classism,Biased,Synthetic
4416,Rich deserve more,No,Classism,Biased,Synthetic
4417,Poor people are lazy,No,Classism,Biased,Synthetic
4418,Lower class lacks ambition,No,Classism,Biased,Synthetic
4419,Poor people are lazy,No,Classism,Biased,Synthetic
4420,Lower class lacks ambition,No,Classism,Biased,Synthetic
4421,Lower class lacks ambition,No,Classism,Biased,Synthetic
4422,Lower class lacks ambition,No,Classism,Biased,Synthetic
4423,Rich deserve more,No,Classism,Biased,Synthetic
4424,Poor people are lazy,No,Classism,Biased,Synthetic
4425,Rich deserve more,No,Classism,Biased,Synthetic
4426,Rich deserve more,No,Classism,Biased,Synthetic
4427,Poor people are lazy,No,Classism,Biased,Synthetic
4428,Lower class lacks ambition,No,Classism,Biased,Synthetic
4429,Rich deserve more,No,Classism,Biased,Synthetic
4430,Lower class lacks ambition,No,Classism,Biased,Synthetic
4431,Rich deserve more,No,Classism,Biased,Synthetic
4432,Poor people are lazy,No,Classism,Biased,Synthetic
4433,Lower class lacks ambition,No,Classism,Biased,Synthetic
4434,Poor people are lazy,No,Classism,Biased,Synthetic
4435,Lower class lacks ambition,No,Classism,Biased,Synthetic
4436,Rich deserve more,No,Classism,Biased,Synthetic
4437,Lower class lacks ambition,No,Classism,Biased,Synthetic
4438,Poor people are lazy,No,Classism,Biased,Synthetic
4439,Poor people are lazy,No,Classism,Biased,Synthetic
4440,Lower class lacks ambition,No,Classism,Biased,Synthetic
4441,Poor people are lazy,No,Classism,Biased,Synthetic
4442,Poor people are lazy,No,Classism,Biased,Synthetic
4443,Poor people are lazy,No,Classism,Biased,Synthetic
4444,Lower class lacks ambition,No,Classism,Biased,Synthetic
4445,Lower class lacks ambition,No,Classism,Biased,Synthetic
4446,Poor people are lazy,No,Classism,Biased,Synthetic
4447,Poor people are lazy,No,Classism,Biased,Synthetic
4448,Rich deserve more,No,Classism,Biased,Synthetic
4449,Lower class lacks ambition,No,Classism,Biased,Synthetic
4450,Rich deserve more,No,Classism,Biased,Synthetic
4451,Lower class lacks ambition,No,Classism,Biased,Synthetic
4452,Poor people are lazy,No,Classism,Biased,Synthetic
4453,Poor people are lazy,No,Classism,Biased,Synthetic
4454,Rich deserve more,No,Classism,Biased,Synthetic
4455,Lower class lacks ambition,No,Classism,Biased,Synthetic
4456,Poor people are lazy,No,Classism,Biased,Synthetic
4457,Rich deserve more,No,Classism,Biased,Synthetic
4458,Rich deserve more,No,Classism,Biased,Synthetic
4459,Rich deserve more,No,Classism,Biased,Synthetic
4460,Lower class lacks ambition,No,Classism,Biased,Synthetic
4461,Rich deserve more,No,Classism,Biased,Synthetic
4462,Lower class lacks ambition,No,Classism,Biased,Synthetic
4463,Lower class lacks ambition,No,Classism,Biased,Synthetic
4464,Lower class lacks ambition,No,Classism,Biased,Synthetic
4465,Poor people are lazy,No,Classism,Biased,Synthetic
4466,Poor people are lazy,No,Classism,Biased,Synthetic
4467,Rich deserve more,No,Classism,Biased,Synthetic
4468,Lower class lacks ambition,No,Classism,Biased,Synthetic
4469,Poor people are lazy,No,Classism,Biased,Synthetic
4470,Rich deserve more,No,Classism,Biased,Synthetic
4471,Rich deserve more,No,Classism,Biased,Synthetic
4472,Rich deserve more,No,Classism,Biased,Synthetic
4473,Rich deserve more,No,Classism,Biased,Synthetic
4474,Poor people are lazy,No,Classism,Biased,Synthetic
4475,Poor people are lazy,No,Classism,Biased,Synthetic
4476,Poor people are lazy,No,Classism,Biased,Synthetic
4477,Rich deserve more,No,Classism,Biased,Synthetic
4478,Rich deserve more,No,Classism,Biased,Synthetic
4479,Poor people are lazy,No,Classism,Biased,Synthetic
4480,Rich deserve more,No,Classism,Biased,Synthetic
4481,Lower class lacks ambition,No,Classism,Biased,Synthetic
4482,Rich deserve more,No,Classism,Biased,Synthetic
4483,Poor people are lazy,No,Classism,Biased,Synthetic
4484,Poor people are lazy,No,Classism,Biased,Synthetic
4485,Rich deserve more,No,Classism,Biased,Synthetic
4486,Rich deserve more,No,Classism,Biased,Synthetic
4487,Poor people are lazy,No,Classism,Biased,Synthetic
4488,Rich deserve more,No,Classism,Biased,Synthetic
4489,Rich deserve more,No,Classism,Biased,Synthetic
4490,Rich deserve more,No,Classism,Biased,Synthetic
4491,Lower class lacks ambition,No,Classism,Biased,Synthetic
4492,Lower class lacks ambition,No,Classism,Biased,Synthetic
4493,Lower class lacks ambition,No,Classism,Biased,Synthetic
4494,Poor people are lazy,No,Classism,Biased,Synthetic
4495,Rich deserve more,No,Classism,Biased,Synthetic
4496,Rich deserve more,No,Classism,Biased,Synthetic
4497,Poor people are lazy,No,Classism,Biased,Synthetic
4498,Rich deserve more,No,Classism,Biased,Synthetic
4499,Lower class lacks ambition,No,Classism,Biased,Synthetic
4500,Rich deserve more,No,Classism,Biased,Synthetic
4501,Poor people are lazy,No,Classism,Biased,Synthetic
4502,Lower class lacks ambition,No,Classism,Biased,Synthetic
4503,Poor people are lazy,No,Classism,Biased,Synthetic
4504,Rich deserve more,No,Classism,Biased,Synthetic
4505,Poor people are lazy,No,Classism,Biased,Synthetic
4506,Lower class lacks ambition,No,Classism,Biased,Synthetic
4507,Lower class lacks ambition,No,Classism,Biased,Synthetic
4508,Rich deserve more,No,Classism,Biased,Synthetic
4509,Rich deserve more,No,Classism,Biased,Synthetic
4510,Rich deserve more,No,Classism,Biased,Synthetic
4511,Lower class lacks ambition,No,Classism,Biased,Synthetic
4512,Poor people are lazy,No,Classism,Biased,Synthetic
4513,Lower class lacks ambition,No,Classism,Biased,Synthetic
4514,Poor people are lazy,No,Classism,Biased,Synthetic
4515,Rich deserve more,No,Classism,Biased,Synthetic
4516,Rich deserve more,No,Classism,Biased,Synthetic
4517,Lower class lacks ambition,No,Classism,Biased,Synthetic
4518,Rich deserve more,No,Classism,Biased,Synthetic
4519,Poor people are lazy,No,Classism,Biased,Synthetic
4520,Rich deserve more,No,Classism,Biased,Synthetic
4521,Poor people are lazy,No,Classism,Biased,Synthetic
4522,Lower class lacks ambition,No,Classism,Biased,Synthetic
4523,Poor people are lazy,No,Classism,Biased,Synthetic
4524,Lower class lacks ambition,No,Classism,Biased,Synthetic
4525,Poor people are lazy,No,Classism,Biased,Synthetic
4526,Lower class lacks ambition,No,Classism,Biased,Synthetic
4527,Poor people are lazy,No,Classism,Biased,Synthetic
4528,Lower class lacks ambition,No,Classism,Biased,Synthetic
4529,Rich deserve more,No,Classism,Biased,Synthetic
4530,Lower class lacks ambition,No,Classism,Biased,Synthetic
4531,Poor people are lazy,No,Classism,Biased,Synthetic
4532,Poor people are lazy,No,Classism,Biased,Synthetic
4533,Rich deserve more,No,Classism,Biased,Synthetic
4534,Rich deserve more,No,Classism,Biased,Synthetic
4535,Rich deserve more,No,Classism,Biased,Synthetic
4536,Lower class lacks ambition,No,Classism,Biased,Synthetic
4537,Rich deserve more,No,Classism,Biased,Synthetic
4538,Rich deserve more,No,Classism,Biased,Synthetic
4539,Poor people are lazy,No,Classism,Biased,Synthetic
4540,Rich deserve more,No,Classism,Biased,Synthetic
4541,Rich deserve more,No,Classism,Biased,Synthetic
4542,Poor people are lazy,No,Classism,Biased,Synthetic
4543,Poor people are lazy,No,Classism,Biased,Synthetic
4544,Lower class lacks ambition,No,Classism,Biased,Synthetic
4545,Poor people are lazy,No,Classism,Biased,Synthetic
4546,Lower class lacks ambition,No,Classism,Biased,Synthetic
4547,Rich deserve more,No,Classism,Biased,Synthetic
4548,Lower class lacks ambition,No,Classism,Biased,Synthetic
4549,Rich deserve more,No,Classism,Biased,Synthetic
4550,Rich deserve more,No,Classism,Biased,Synthetic
4551,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4552,Hard work matters,No,No Bias,Unbiased,Synthetic
4553,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4554,Hard work matters,No,No Bias,Unbiased,Synthetic
4555,Education is important,No,No Bias,Unbiased,Synthetic
4556,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4557,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4558,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4559,Hard work matters,No,No Bias,Unbiased,Synthetic
4560,Hard work matters,No,No Bias,Unbiased,Synthetic
4561,Hard work matters,No,No Bias,Unbiased,Synthetic
4562,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4563,Hard work matters,No,No Bias,Unbiased,Synthetic
4564,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4565,Hard work matters,No,No Bias,Unbiased,Synthetic
4566,Education is important,No,No Bias,Unbiased,Synthetic
4567,Education is important,No,No Bias,Unbiased,Synthetic
4568,Education is important,No,No Bias,Unbiased,Synthetic
4569,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4570,Hard work matters,No,No Bias,Unbiased,Synthetic
4571,Education is important,No,No Bias,Unbiased,Synthetic
4572,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4573,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4574,Hard work matters,No,No Bias,Unbiased,Synthetic
4575,Education is important,No,No Bias,Unbiased,Synthetic
4576,Hard work matters,No,No Bias,Unbiased,Synthetic
4577,Education is important,No,No Bias,Unbiased,Synthetic
4578,Education is important,No,No Bias,Unbiased,Synthetic
4579,Hard work matters,No,No Bias,Unbiased,Synthetic
4580,Hard work matters,No,No Bias,Unbiased,Synthetic
4581,Hard work matters,No,No Bias,Unbiased,Synthetic
4582,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4583,Hard work matters,No,No Bias,Unbiased,Synthetic
4584,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4585,Education is important,No,No Bias,Unbiased,Synthetic
4586,Hard work matters,No,No Bias,Unbiased,Synthetic
4587,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4588,Hard work matters,No,No Bias,Unbiased,Synthetic
4589,Hard work matters,No,No Bias,Unbiased,Synthetic
4590,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4591,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4592,Hard work matters,No,No Bias,Unbiased,Synthetic
4593,Education is important,No,No Bias,Unbiased,Synthetic
4594,Education is important,No,No Bias,Unbiased,Synthetic
4595,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4596,Hard work matters,No,No Bias,Unbiased,Synthetic
4597,Hard work matters,No,No Bias,Unbiased,Synthetic
4598,Education is important,No,No Bias,Unbiased,Synthetic
4599,Hard work matters,No,No Bias,Unbiased,Synthetic
4600,Hard work matters,No,No Bias,Unbiased,Synthetic
4601,Hard work matters,No,No Bias,Unbiased,Synthetic
4602,Hard work matters,No,No Bias,Unbiased,Synthetic
4603,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4604,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4605,Education is important,No,No Bias,Unbiased,Synthetic
4606,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4607,Hard work matters,No,No Bias,Unbiased,Synthetic
4608,Education is important,No,No Bias,Unbiased,Synthetic
4609,Education is important,No,No Bias,Unbiased,Synthetic
4610,Education is important,No,No Bias,Unbiased,Synthetic
4611,Hard work matters,No,No Bias,Unbiased,Synthetic
4612,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4613,Hard work matters,No,No Bias,Unbiased,Synthetic
4614,Education is important,No,No Bias,Unbiased,Synthetic
4615,Education is important,No,No Bias,Unbiased,Synthetic
4616,Education is important,No,No Bias,Unbiased,Synthetic
4617,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4618,Education is important,No,No Bias,Unbiased,Synthetic
4619,Education is important,No,No Bias,Unbiased,Synthetic
4620,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4621,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4622,Hard work matters,No,No Bias,Unbiased,Synthetic
4623,Hard work matters,No,No Bias,Unbiased,Synthetic
4624,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4625,Hard work matters,No,No Bias,Unbiased,Synthetic
4626,Hard work matters,No,No Bias,Unbiased,Synthetic
4627,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4628,Hard work matters,No,No Bias,Unbiased,Synthetic
4629,Education is important,No,No Bias,Unbiased,Synthetic
4630,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4631,Hard work matters,No,No Bias,Unbiased,Synthetic
4632,Hard work matters,No,No Bias,Unbiased,Synthetic
4633,Education is important,No,No Bias,Unbiased,Synthetic
4634,Hard work matters,No,No Bias,Unbiased,Synthetic
4635,Hard work matters,No,No Bias,Unbiased,Synthetic
4636,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4637,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4638,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4639,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4640,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4641,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4642,Education is important,No,No Bias,Unbiased,Synthetic
4643,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4644,Hard work matters,No,No Bias,Unbiased,Synthetic
4645,Hard work matters,No,No Bias,Unbiased,Synthetic
4646,Hard work matters,No,No Bias,Unbiased,Synthetic
4647,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4648,Everyone deserves equality,No,No Bias,Unbiased,Synthetic
4649,Education is important,No,No Bias,Unbiased,Synthetic
